Numero animale,Gruppo,Data evento,Tipo,Descrizione,Data uscita,Utente,Data,Tempo,Mese,Anno,Mese Anno,id,count
56,VMS 4,2021-10-05 00:00:00.010,Inseminazione,Artificial Insemination; Leonida; Leonida; Unknown Brand; UnknownBreeder,,Nicola,2021-10-05,00:00:00.010000,10,2021,2021-10,3046,205
445,VMS 4,2021-10-05 00:00:00.010,Inseminazione,Artificial Insemination; Leonida; Leonida; Unknown Brand; UnknownBreeder,,Nicola,2021-10-05,00:00:00.010000,10,2021,2021-10,3047,205
858,VMS 4,2021-10-05 00:00:00.010,Inseminazione,"Effective Insemination 
Artificial Insemination; Leonida; Leonida; Unknown Brand; UnknownBreeder",,Nicola,2021-10-05,00:00:00.010000,10,2021,2021-10,3048,205
946,VMS 4,2021-10-05 00:00:00.010,Inseminazione,Artificial Insemination; Leonida; Leonida; Unknown Brand; UnknownBreeder,2021-12-30 14:51:33.370,Nicola,2021-10-05,00:00:00.010000,10,2021,2021-10,3049,205
40,VMS 4,2021-10-05 00:00:00.007,Calore,Herd Navigator,,Nicola,2021-10-05,00:00:00.007000,10,2021,2021-10,3050,205
56,VMS 4,2021-10-05 00:00:00.007,Calore,Herd Navigator,,Nicola,2021-10-05,00:00:00.007000,10,2021,2021-10,3051,205
445,VMS 4,2021-10-05 00:00:00.007,Calore,Herd Navigator,,Nicola,2021-10-05,00:00:00.007000,10,2021,2021-10,3052,205
858,VMS 4,2021-10-05 00:00:00.007,Calore,Herd Navigator,,Nicola,2021-10-05,00:00:00.007000,10,2021,2021-10,3053,205
946,VMS 4,2021-10-05 00:00:00.007,Calore,Herd Navigator,2021-12-30 14:51:33.370,Nicola,2021-10-05,00:00:00.007000,10,2021,2021-10,3054,205
41,VMS 3,2021-10-04 14:12:57.973,Decisione di riforma,Low yield performance,2021-11-16 15:50:13.083,Nicola,2021-10-04,14:12:57.973000,10,2021,2021-10,3055,205
69,VMS 2,2021-10-04 14:10:04.980,Decisione di riforma,Low yield performance,2022-04-11 16:36:43.707,Nicola,2021-10-04,14:10:04.980000,10,2021,2021-10,3056,205
160,VMS 2,2021-10-04 07:00:00.000,Diagnosi/trattamento,Dns: Follicolo destro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-10-04,07:00:00,10,2021,2021-10,3057,205
169,VMS 2,2021-10-04 07:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-10-04,07:00:00,10,2021,2021-10,3058,205
645,VMS 3,2021-10-04 07:00:00.000,Diagnosi/trattamento,Dns: Rivedere; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-10-04,07:00:00,10,2021,2021-10,3059,205
925,VMS 1,2021-10-04 07:00:00.000,Diagnosi/trattamento,Dns: Sangue nel latte; Posizione: AD; Trt: ; Fmc: ,,Nicola,2021-10-04,07:00:00,10,2021,2021-10,3060,205
51,VMS 4,2021-10-01 08:50:33.913,Note,Generale,,Nicola,2021-10-01,08:50:33.913000,10,2021,2021-10,3061,205
22,VMS 4,2021-10-01 07:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-10-01,07:00:00,10,2021,2021-10,3062,205
49,VMS 4,2021-10-01 07:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-10-01,07:00:00,10,2021,2021-10,3063,205
72,VMS 1,2021-10-01 07:00:00.000,Diagnosi/trattamento,Dns: Corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-10-01,07:00:00,10,2021,2021-10,3064,205
536,VMS 4,2021-10-01 07:00:00.000,Diagnosi/trattamento,Dns: Corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-10-01,07:00:00,10,2021,2021-10,3065,205
826,VMS 3,2021-10-01 07:00:00.000,Diagnosi/trattamento,Dns: Rivedere; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-10-01,07:00:00,10,2021,2021-10,3066,205
922,VMS 1,2021-10-01 07:00:00.000,Diagnosi/trattamento,Dns: Corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,2022-05-03 11:37:12.757,Nicola,2021-10-01,07:00:00,10,2021,2021-10,3067,205
4,VMS 3,2021-10-01 00:00:00.000,Controllo gravidanza,+,,Nicola,2021-10-01,00:00:00,10,2021,2021-10,3068,205
22,VMS 4,2021-10-01 00:00:00.000,Controllo gravidanza,-,,Nicola,2021-10-01,00:00:00,10,2021,2021-10,3069,205
49,VMS 4,2021-10-01 00:00:00.000,Controllo gravidanza,-,,Nicola,2021-10-01,00:00:00,10,2021,2021-10,3070,205
51,VMS 4,2021-10-01 00:00:00.000,Controllo gravidanza,-,,Nicola,2021-10-01,00:00:00,10,2021,2021-10,3071,205
66,VMS 1,2021-10-01 00:00:00.000,Controllo gravidanza,+,,Nicola,2021-10-01,00:00:00,10,2021,2021-10,3072,205
536,VMS 4,2021-10-01 00:00:00.000,Controllo gravidanza,-,,Nicola,2021-10-01,00:00:00,10,2021,2021-10,3073,205
923,VMS 3,2021-10-01 00:00:00.000,Controllo gravidanza,+,,Nicola,2021-10-01,00:00:00,10,2021,2021-10,3074,205
966,VMS 4,2021-10-01 00:00:00.000,Controllo gravidanza,+,,Nicola,2021-10-01,00:00:00,10,2021,2021-10,3075,205
974,VMS 3,2021-10-01 00:00:00.000,Controllo gravidanza,+,,Nicola,2021-10-01,00:00:00,10,2021,2021-10,3076,205
924,VMS 4,2021-09-30 16:00:48.107,Cambio gruppo,"5, Asciutte -> 25, Parco 5",,Nicola,2021-09-30,16:00:48.107000,9,2021,2021-09,3077,377
976,VMS 3,2021-09-30 15:54:48.040,Note,Generale,,Nicola,2021-09-30,15:54:48.040000,9,2021,2021-09,3078,377
8,VMS 2,2021-09-30 15:53:22.620,Note,Generale,,Nicola,2021-09-30,15:53:22.620000,9,2021,2021-09,3079,377
91,VMS 1,2021-09-30 15:51:34.903,Note,Generale,,Nicola,2021-09-30,15:51:34.903000,9,2021,2021-09,3080,377
924,VMS 4,2021-09-30 10:47:36.273,Cambio gruppo,"4, VMS 4 -> 5, Asciutte",,Nicola,2021-09-30,10:47:36.273000,9,2021,2021-09,3081,377
924,VMS 4,2021-09-30 10:47:31.663,Asciutta,Dry Off,,Nicola,2021-09-30,10:47:31.663000,9,2021,2021-09,3082,377
69,VMS 2,2021-09-30 07:00:00.000,Diagnosi/trattamento,Dns: Rivedere; Posizione: (-); Trt: ; Fmc: ,2022-04-11 16:36:43.707,Nicola,2021-09-30,07:00:00,9,2021,2021-09,3083,377
149,VMS 2,2021-09-30 07:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-30,07:00:00,9,2021,2021-09,3084,377
935,VMS 3,2021-09-30 07:00:00.000,Diagnosi/trattamento,Dns: Rivedere; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-30,07:00:00,9,2021,2021-09,3085,377
13,VMS 3,2021-09-30 00:00:00.000,Controllo gravidanza,+,,Nicola,2021-09-30,00:00:00,9,2021,2021-09,3086,377
72,VMS 1,2021-09-30 00:00:00.000,Controllo gravidanza,+,,Nicola,2021-09-30,00:00:00,9,2021,2021-09,3087,377
107,VMS 2,2021-09-30 00:00:00.000,Controllo gravidanza,+,,Nicola,2021-09-30,00:00:00,9,2021,2021-09,3088,377
969,VMS 1,2021-09-30 00:00:00.000,Controllo gravidanza,+,,Nicola,2021-09-30,00:00:00,9,2021,2021-09,3089,377
839,VMS 2,2021-09-29 18:38:12.447,Decisione di riforma,Mentalità,,Nicola,2021-09-29,18:38:12.447000,9,2021,2021-09,3090,377
980,VMS 1,2021-09-29 18:26:33.070,Note,Generale,,Nicola,2021-09-29,18:26:33.070000,9,2021,2021-09,3091,377
73,VMS 1,2021-09-29 18:20:34.820,Note,Generale,,Nicola,2021-09-29,18:20:34.820000,9,2021,2021-09,3092,377
116,Parco 5,2021-09-29 12:22:11.337,Asciutta,Dry Off,,Nicola,2021-09-29,12:22:11.337000,9,2021,2021-09,3093,377
109,Asciutte,2021-09-29 12:21:29.427,Asciutta,Dry Off,,Nicola,2021-09-29,12:21:29.427000,9,2021,2021-09,3094,377
428,VMS 1,2021-09-29 07:00:00.000,Diagnosi/trattamento,Dns: Corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-29,07:00:00,9,2021,2021-09,3095,377
109,VMS 2,2021-09-28 15:07:49.707,Cambio gruppo,"2, VMS 2 -> 5, Asciutte",,Nicola,2021-09-28,15:07:49.707000,9,2021,2021-09,3096,377
129,VMS 2,2021-09-28 15:07:37.007,Asciutta,Dry Off,,Nicola,2021-09-28,15:07:37.007000,9,2021,2021-09,3097,377
129,VMS 2,2021-09-28 15:07:27.707,Cambio gruppo,"2, VMS 2 -> 5, Asciutte",,Nicola,2021-09-28,15:07:27.707000,9,2021,2021-09,3098,377
95,VMS 2,2021-09-28 15:06:57.217,Asciutta,Dry Off,,Nicola,2021-09-28,15:06:57.217000,9,2021,2021-09,3099,377
95,VMS 2,2021-09-28 15:06:51.333,Cambio gruppo,"2, VMS 2 -> 25, Parco 5",,Nicola,2021-09-28,15:06:51.333000,9,2021,2021-09,3100,377
116,VMS 2,2021-09-28 15:06:35.650,Cambio gruppo,"2, VMS 2 -> 25, Parco 5",,Nicola,2021-09-28,15:06:35.650000,9,2021,2021-09,3101,377
70,VMS 1,2021-09-28 15:05:53.173,Asciutta,Dry Off,,Nicola,2021-09-28,15:05:53.173000,9,2021,2021-09,3102,377
70,VMS 1,2021-09-28 15:05:34.690,Cambio gruppo,"1, VMS 1 -> 25, Parco 5",,Nicola,2021-09-28,15:05:34.690000,9,2021,2021-09,3103,377
407,VMS 4,2021-09-28 15:05:10.380,Asciutta,Dry Off,2022-01-19 09:47:20.560,Nicola,2021-09-28,15:05:10.380000,9,2021,2021-09,3104,377
407,VMS 4,2021-09-28 15:05:05.363,Cambio gruppo,"4, VMS 4 -> 25, Parco 5",2022-01-19 09:47:20.560,Nicola,2021-09-28,15:05:05.363000,9,2021,2021-09,3105,377
954,VMS 4,2021-09-28 15:04:50.497,Asciutta,Dry Off,,Nicola,2021-09-28,15:04:50.497000,9,2021,2021-09,3106,377
954,VMS 4,2021-09-28 15:04:44.870,Cambio gruppo,"4, VMS 4 -> 25, Parco 5",,Nicola,2021-09-28,15:04:44.870000,9,2021,2021-09,3107,377
637,VMS 4,2021-09-28 15:04:33.053,Asciutta,Dry Off,,Nicola,2021-09-28,15:04:33.053000,9,2021,2021-09,3108,377
637,VMS 4,2021-09-28 15:04:25.037,Cambio gruppo,"4, VMS 4 -> 25, Parco 5",,Nicola,2021-09-28,15:04:25.037000,9,2021,2021-09,3109,377
828,VMS 3,2021-09-27 09:14:57.630,Note,Generale,,Nicola,2021-09-27,09:14:57.630000,9,2021,2021-09,3110,377
6,VMS 1,2021-09-27 07:00:00.000,Diagnosi/trattamento,Dns: Vuota; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-27,07:00:00,9,2021,2021-09,3111,377
36,VMS 1,2021-09-27 07:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-27,07:00:00,9,2021,2021-09,3112,377
42,VMS 3,2021-09-27 07:00:00.000,Diagnosi/trattamento,Dns: Rivedere; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-27,07:00:00,9,2021,2021-09,3113,377
65,VMS 3,2021-09-27 07:00:00.000,Diagnosi/trattamento,Dns: Rivedere; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-27,07:00:00,9,2021,2021-09,3114,377
557,VMS 1,2021-09-27 07:00:00.000,Diagnosi/trattamento,Dns: Corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-27,07:00:00,9,2021,2021-09,3115,377
944,VMS 3,2021-09-27 07:00:00.000,Diagnosi/trattamento,Dns: Corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-27,07:00:00,9,2021,2021-09,3116,377
162,VMS 2,2021-09-26 14:49:50.580,Note,Generale,2021-11-16 15:50:13.147,Nicola,2021-09-26,14:49:50.580000,9,2021,2021-09,3117,377
531,VMS 1,2021-09-26 07:00:00.000,Diagnosi/trattamento,Dns: Corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-26,07:00:00,9,2021,2021-09,3118,377
865,VMS 1,2021-09-26 07:00:00.000,Diagnosi/trattamento,Dns: Rivedere; Posizione: (-); Trt: ; Fmc: ,2022-03-16 15:12:45.340,Nicola,2021-09-26,07:00:00,9,2021,2021-09,3119,377
867,VMS 2,2021-09-24 09:14:25.577,Note,Generale,,Nicola,2021-09-24,09:14:25.577000,9,2021,2021-09,3120,377
57,VMS 1,2021-09-24 09:13:48.243,Note,Generale,,Nicola,2021-09-24,09:13:48.243000,9,2021,2021-09,3121,377
7,VMS 1,2021-09-24 07:00:00.000,Diagnosi/trattamento,Dns: Rivedere; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-24,07:00:00,9,2021,2021-09,3122,377
161,VMS 3,2021-09-24 07:00:00.000,Diagnosi/trattamento,Dns: Corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-24,07:00:00,9,2021,2021-09,3123,377
175,VMS 2,2021-09-24 07:00:00.000,Diagnosi/trattamento,Dns: Corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-24,07:00:00,9,2021,2021-09,3124,377
556,VMS 1,2021-09-24 07:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-24,07:00:00,9,2021,2021-09,3125,377
827,VMS 3,2021-09-24 07:00:00.000,Diagnosi/trattamento,Dns: Follicolo destro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-24,07:00:00,9,2021,2021-09,3126,377
17,VMS 3,2021-09-24 00:00:00.000,Controllo gravidanza,+,,Nicola,2021-09-24,00:00:00,9,2021,2021-09,3127,377
45,VMS 3,2021-09-24 00:00:00.000,Controllo gravidanza,+,,Nicola,2021-09-24,00:00:00,9,2021,2021-09,3128,377
991,VMS 3,2021-09-24 00:00:00.000,Controllo gravidanza,+,2022-01-11 10:27:24.630,Nicola,2021-09-24,00:00:00,9,2021,2021-09,3129,377
864,VMS 4,2021-09-22 14:28:43.317,Asciutta,Dry Off,,Nicola,2021-09-22,14:28:43.317000,9,2021,2021-09,3130,377
864,VMS 4,2021-09-22 14:28:30.343,Cambio gruppo,"4, VMS 4 -> 5, Asciutte",,Nicola,2021-09-22,14:28:30.343000,9,2021,2021-09,3131,377
125,VMS 2,2021-09-22 14:28:10.820,Asciutta,Dry Off,,Nicola,2021-09-22,14:28:10.820000,9,2021,2021-09,3132,377
125,VMS 2,2021-09-22 14:28:03.143,Cambio gruppo,"2, VMS 2 -> 5, Asciutte",,Nicola,2021-09-22,14:28:03.143000,9,2021,2021-09,3133,377
990,VMS 1,2021-09-22 14:27:45.743,Asciutta,Dry Off,,Nicola,2021-09-22,14:27:45.743000,9,2021,2021-09,3134,377
990,VMS 1,2021-09-22 14:27:37.693,Cambio gruppo,"1, VMS 1 -> 25, Parco 5",,Nicola,2021-09-22,14:27:37.693000,9,2021,2021-09,3135,377
752,VMS 1,2021-09-22 14:27:19.770,Asciutta,Dry Off,,Nicola,2021-09-22,14:27:19.770000,9,2021,2021-09,3136,377
752,VMS 1,2021-09-22 14:27:08.697,Cambio gruppo,"1, VMS 1 -> 5, Asciutte",,Nicola,2021-09-22,14:27:08.697000,9,2021,2021-09,3137,377
626149,Vitelli,2021-09-22 12:23:30.117,Cambio gruppo,"21, Vitelli -> 28, Manze",,Nicola,2021-09-22,12:23:30.117000,9,2021,2021-09,3138,377
626154,Vitelli,2021-09-22 12:23:30.117,Cambio gruppo,"21, Vitelli -> 28, Manze",,Nicola,2021-09-22,12:23:30.117000,9,2021,2021-09,3139,377
626162,Vitelli,2021-09-22 12:23:30.117,Cambio gruppo,"21, Vitelli -> 28, Manze",,Nicola,2021-09-22,12:23:30.117000,9,2021,2021-09,3140,377
626166,Vitelli,2021-09-22 12:23:30.117,Cambio gruppo,"21, Vitelli -> 28, Manze",,Nicola,2021-09-22,12:23:30.117000,9,2021,2021-09,3141,377
626172,Vitelli,2021-09-22 12:23:30.117,Cambio gruppo,"21, Vitelli -> 28, Manze",,Nicola,2021-09-22,12:23:30.117000,9,2021,2021-09,3142,377
626180,Vitelli,2021-09-22 12:23:30.117,Cambio gruppo,"21, Vitelli -> 28, Manze",,Nicola,2021-09-22,12:23:30.117000,9,2021,2021-09,3143,377
626136,Vitelli,2021-09-22 12:23:30.103,Cambio gruppo,"21, Vitelli -> 28, Manze",,Nicola,2021-09-22,12:23:30.103000,9,2021,2021-09,3144,377
626137,Vitelli,2021-09-22 12:23:30.103,Cambio gruppo,"21, Vitelli -> 28, Manze",,Nicola,2021-09-22,12:23:30.103000,9,2021,2021-09,3145,377
626138,Vitelli,2021-09-22 12:23:30.103,Cambio gruppo,"21, Vitelli -> 28, Manze",,Nicola,2021-09-22,12:23:30.103000,9,2021,2021-09,3146,377
558738,Vitelli,2021-09-22 12:23:30.087,Cambio gruppo,"21, Vitelli -> 28, Manze",,Nicola,2021-09-22,12:23:30.087000,9,2021,2021-09,3147,377
558576,Manze al toro,2021-09-22 12:08:27.247,Cambio gruppo,"6, Manze al toro -> 28, Manze",2022-02-17 17:44:29.490,Nicola,2021-09-22,12:08:27.247000,9,2021,2021-09,3148,377
558620,Manze al toro,2021-09-22 12:08:27.247,Cambio gruppo,"6, Manze al toro -> 28, Manze",,Nicola,2021-09-22,12:08:27.247000,9,2021,2021-09,3149,377
558666,Manze al toro,2021-09-22 12:08:27.247,Cambio gruppo,"6, Manze al toro -> 28, Manze",,Nicola,2021-09-22,12:08:27.247000,9,2021,2021-09,3150,377
558707,Manze al toro,2021-09-22 12:08:27.247,Cambio gruppo,"6, Manze al toro -> 28, Manze",,Nicola,2021-09-22,12:08:27.247000,9,2021,2021-09,3151,377
558732,Manze al toro,2021-09-22 12:08:27.247,Cambio gruppo,"6, Manze al toro -> 28, Manze",,Nicola,2021-09-22,12:08:27.247000,9,2021,2021-09,3152,377
558728,Manze al toro,2021-09-22 12:08:27.233,Cambio gruppo,"6, Manze al toro -> 28, Manze",,Nicola,2021-09-22,12:08:27.233000,9,2021,2021-09,3153,377
558636,Manze al toro,2021-09-22 12:08:27.217,Cambio gruppo,"6, Manze al toro -> 28, Manze",,Nicola,2021-09-22,12:08:27.217000,9,2021,2021-09,3154,377
558637,Manze al toro,2021-09-22 12:08:27.217,Cambio gruppo,"6, Manze al toro -> 28, Manze",,Nicola,2021-09-22,12:08:27.217000,9,2021,2021-09,3155,377
558685,Manze al toro,2021-09-22 12:08:27.217,Cambio gruppo,"6, Manze al toro -> 28, Manze",,Nicola,2021-09-22,12:08:27.217000,9,2021,2021-09,3156,377
558687,Manze al toro,2021-09-22 12:08:27.217,Cambio gruppo,"6, Manze al toro -> 28, Manze",,Nicola,2021-09-22,12:08:27.217000,9,2021,2021-09,3157,377
558685,Manze al toro,2021-09-22 12:02:35.353,Note,Generale,,Nicola,2021-09-22,12:02:35.353000,9,2021,2021-09,3158,377
558620,Manze al toro,2021-09-22 11:49:28.343,Note,Generale,,Nicola,2021-09-22,11:49:28.343000,9,2021,2021-09,3159,377
23,Manze al toro,2021-09-22 11:47:24.653,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:47:24.653000,9,2021,2021-09,3160,377
21,Manze al toro,2021-09-22 11:46:56.280,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",2022-05-05 16:05:46.577,Nicola,2021-09-22,11:46:56.280000,9,2021,2021-09,3161,377
203,Manze al toro,2021-09-22 11:46:45.093,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:46:45.093000,9,2021,2021-09,3162,377
219,Manze al toro,2021-09-22 11:46:45.093,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:46:45.093000,9,2021,2021-09,3163,377
189,Manze al toro,2021-09-22 11:46:45.077,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:46:45.077000,9,2021,2021-09,3164,377
191,Manze al toro,2021-09-22 11:46:45.077,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:46:45.077000,9,2021,2021-09,3165,377
208,Manze al toro,2021-09-22 11:46:45.077,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",2022-04-15 10:31:08.330,Nicola,2021-09-22,11:46:45.077000,9,2021,2021-09,3166,377
209,Manze al toro,2021-09-22 11:46:45.077,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:46:45.077000,9,2021,2021-09,3167,377
199,Manze al toro,2021-09-22 11:46:45.063,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:46:45.063000,9,2021,2021-09,3168,377
211,Manze al toro,2021-09-22 11:46:45.063,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:46:45.063000,9,2021,2021-09,3169,377
178,Manze al toro,2021-09-22 11:45:24.457,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.457000,9,2021,2021-09,3170,377
179,Manze al toro,2021-09-22 11:45:24.457,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.457000,9,2021,2021-09,3171,377
188,Manze al toro,2021-09-22 11:45:24.440,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.440000,9,2021,2021-09,3172,377
195,Manze al toro,2021-09-22 11:45:24.440,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.440000,9,2021,2021-09,3173,377
201,Manze al toro,2021-09-22 11:45:24.440,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",2022-04-04 09:53:50.107,Nicola,2021-09-22,11:45:24.440000,9,2021,2021-09,3174,377
202,Manze al toro,2021-09-22 11:45:24.440,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.440000,9,2021,2021-09,3175,377
205,Manze al toro,2021-09-22 11:45:24.440,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.440000,9,2021,2021-09,3176,377
206,Manze al toro,2021-09-22 11:45:24.440,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.440000,9,2021,2021-09,3177,377
185,Manze al toro,2021-09-22 11:45:24.427,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.427000,9,2021,2021-09,3178,377
187,Manze al toro,2021-09-22 11:45:24.427,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.427000,9,2021,2021-09,3179,377
193,Manze al toro,2021-09-22 11:45:24.427,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.427000,9,2021,2021-09,3180,377
212,Manze al toro,2021-09-22 11:45:24.427,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.427000,9,2021,2021-09,3181,377
177,Manze al toro,2021-09-22 11:45:24.410,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",2022-01-07 23:59:00.000,Nicola,2021-09-22,11:45:24.410000,9,2021,2021-09,3182,377
184,Manze al toro,2021-09-22 11:45:24.410,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.410000,9,2021,2021-09,3183,377
200,Manze al toro,2021-09-22 11:45:24.410,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.410000,9,2021,2021-09,3184,377
204,Manze al toro,2021-09-22 11:45:24.410,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.410000,9,2021,2021-09,3185,377
207,Manze al toro,2021-09-22 11:45:24.410,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.410000,9,2021,2021-09,3186,377
234,Manze al toro,2021-09-22 11:45:24.410,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.410000,9,2021,2021-09,3187,377
176,Manze al toro,2021-09-22 11:45:24.393,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.393000,9,2021,2021-09,3188,377
183,Manze al toro,2021-09-22 11:45:24.393,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.393000,9,2021,2021-09,3189,377
190,Manze al toro,2021-09-22 11:45:24.393,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.393000,9,2021,2021-09,3190,377
216,Manze al toro,2021-09-22 11:45:24.393,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.393000,9,2021,2021-09,3191,377
186,Manze al toro,2021-09-22 11:45:24.380,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.380000,9,2021,2021-09,3192,377
180,Manze al toro,2021-09-22 11:45:24.363,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.363000,9,2021,2021-09,3193,377
181,Manze al toro,2021-09-22 11:45:24.363,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.363000,9,2021,2021-09,3194,377
192,Manze al toro,2021-09-22 11:45:24.363,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.363000,9,2021,2021-09,3195,377
197,Manze al toro,2021-09-22 11:45:24.363,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.363000,9,2021,2021-09,3196,377
198,Manze al toro,2021-09-22 11:45:24.363,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.363000,9,2021,2021-09,3197,377
177,Manze al toro,2021-09-22 11:45:24.347,Cambio gruppo,"6, Manze al toro -> 26, Parco 6",,Nicola,2021-09-22,11:45:24.347000,9,2021,2021-09,3198,377
865,VMS 1,2021-09-22 07:00:00.000,Diagnosi/trattamento,Dns: Mastite clinica; Posizione: PD; Trt: ; Fmc: ,2022-03-16 15:12:45.340,Nicola,2021-09-22,07:00:00,9,2021,2021-09,3199,377
558636,Manze al toro,2021-09-22 07:00:00.000,Diagnosi/trattamento,Dns: Corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-22,07:00:00,9,2021,2021-09,3200,377
558637,Manze al toro,2021-09-22 07:00:00.000,Diagnosi/trattamento,Dns: Follicolo destro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-22,07:00:00,9,2021,2021-09,3201,377
558687,Manze al toro,2021-09-22 07:00:00.000,Diagnosi/trattamento,Dns: Vuota; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-22,07:00:00,9,2021,2021-09,3202,377
558707,Manze al toro,2021-09-22 07:00:00.000,Diagnosi/trattamento,Dns: Rivedere; Posizione: (-); Trt: ; Fmc: ,,Nicola,2021-09-22,07:00:00,9,2021,2021-09,3203,377
