Numero animale,Gruppo,Data evento,Tipo,Descrizione,Data uscita,Utente,Data,Tempo,Mese,Anno,Mese Anno,id,count
196,VMS 2,2022-05-07 00:00:00.010,Inseminazione,Artificial Insemination; fedeltà; FEDELTA'; Unknown Brand; UnknownBreeder,,Nicola,2022-05-07,00:00:00.010000,5,2022,2022-05,177,223
197,VMS 2,2022-05-07 00:00:00.010,Inseminazione,Artificial Insemination; fedeltà; FEDELTA'; Unknown Brand; UnknownBreeder,,Nicola,2022-05-07,00:00:00.010000,5,2022,2022-05,178,223
924,VMS 2,2022-05-07 00:00:00.010,Inseminazione,Artificial Insemination; fedeltà; FEDELTA'; Unknown Brand; UnknownBreeder,,Nicola,2022-05-07,00:00:00.010000,5,2022,2022-05,179,223
183,VMS 3,2022-05-07 00:00:00.007,Calore,Herd Navigator,,Nicola,2022-05-07,00:00:00.007000,5,2022,2022-05,180,223
184,VMS 3,2022-05-07 00:00:00.007,Calore,Herd Navigator,,Nicola,2022-05-07,00:00:00.007000,5,2022,2022-05,181,223
190,VMS 3,2022-05-07 00:00:00.007,Calore,Herd Navigator,,Nicola,2022-05-07,00:00:00.007000,5,2022,2022-05,182,223
193,VMS 2,2022-05-07 00:00:00.007,Calore,Herd Navigator,,Nicola,2022-05-07,00:00:00.007000,5,2022,2022-05,183,223
196,VMS 2,2022-05-07 00:00:00.007,Calore,Herd Navigator,,Nicola,2022-05-07,00:00:00.007000,5,2022,2022-05,184,223
197,VMS 2,2022-05-07 00:00:00.007,Calore,Herd Navigator,,Nicola,2022-05-07,00:00:00.007000,5,2022,2022-05,185,223
924,VMS 2,2022-05-07 00:00:00.007,Calore,Herd Navigator,,Nicola,2022-05-07,00:00:00.007000,5,2022,2022-05,186,223
167,Parco 5,2022-05-06 08:27:49.173,Cambio gruppo,"25, Parco 5 -> 3, VMS 3",,Nicola,2022-05-06,08:27:49.173000,5,2022,2022-05,187,223
167,Parco 5,2022-05-06 00:00:00.000,Parto,Normale; 696951,,Nicola,2022-05-06,00:00:00,5,2022,2022-05,188,223
696951,Vitelli,2022-05-06 00:00:00.000,Ingresso,Nascita,,Nicola,2022-05-06,00:00:00,5,2022,2022-05,189,223
142,VMS 3,2022-05-05 16:12:35.423,Cambio ID del transponder,2873 -> ,2022-05-05 16:07:26.697,,2022-05-05,16:12:35.423000,5,2022,2022-05,190,223
553,VMS 4,2022-05-05 16:12:17.040,Cambio ID del transponder,5202 -> ,2022-05-05 16:07:06.283,,2022-05-05,16:12:17.040000,5,2022,2022-05,191,223
21,VMS 2,2022-05-05 16:11:59.247,Cambio ID del transponder,4637 -> ,2022-05-05 16:05:46.577,,2022-05-05,16:11:59.247000,5,2022,2022-05,192,223
118,Parco 5,2022-05-05 16:08:09.457,Cambio gruppo,"25, Parco 5 -> 3, VMS 3",,Nicola,2022-05-05,16:08:09.457000,5,2022,2022-05,193,223
142,VMS 3,2022-05-05 16:07:26.697,Riforma,Riformato; Altro; 940,2022-05-05 16:07:26.697,Nicola,2022-05-05,16:07:26.697000,5,2022,2022-05,194,223
553,VMS 4,2022-05-05 16:07:06.283,Riforma,Riformato; Altro; 940,2022-05-05 16:07:06.283,Nicola,2022-05-05,16:07:06.283000,5,2022,2022-05,195,223
21,VMS 2,2022-05-05 16:05:46.577,Riforma,Riformato; Altro; 940,2022-05-05 16:05:46.577,Nicola,2022-05-05,16:05:46.577000,5,2022,2022-05,196,223
142,VMS 3,2022-05-05 16:02:26.697,Cambio gruppo,"3, VMS 3 -> ",2022-05-05 16:07:26.697,Nicola,2022-05-05,16:02:26.697000,5,2022,2022-05,197,223
553,VMS 4,2022-05-05 16:02:06.283,Cambio gruppo,"4, VMS 4 -> ",2022-05-05 16:07:06.283,Nicola,2022-05-05,16:02:06.283000,5,2022,2022-05,198,223
21,VMS 2,2022-05-05 16:00:46.577,Cambio gruppo,"2, VMS 2 -> ",2022-05-05 16:05:46.577,Nicola,2022-05-05,16:00:46.577000,5,2022,2022-05,199,223
538,Parco 5,2022-05-05 07:39:57.787,Cambio gruppo,"25, Parco 5 -> 1, VMS 1",,Nicola,2022-05-05,07:39:57.787000,5,2022,2022-05,200,223
118,Parco 5,2022-05-05 00:00:00.000,Parto,Normale,,Nicola,2022-05-05,00:00:00,5,2022,2022-05,201,223
538,Parco 5,2022-05-05 00:00:00.000,Parto,Normale,,Nicola,2022-05-05,00:00:00,5,2022,2022-05,202,223
148,Parco 5,2022-05-04 13:01:16.010,Cambio gruppo,"25, Parco 5 -> 3, VMS 3",,Nicola,2022-05-04,13:01:16.010000,5,2022,2022-05,203,223
762,Parco 5,2022-05-04 09:37:41.880,Cambio gruppo,"25, Parco 5 -> 4, VMS 4",,Nicola,2022-05-04,09:37:41.880000,5,2022,2022-05,204,223
148,Parco 5,2022-05-04 00:00:00.000,Parto,Normale,,Nicola,2022-05-04,00:00:00,5,2022,2022-05,205,223
762,Parco 5,2022-05-04 00:00:00.000,Parto,Normale; 696944,,Nicola,2022-05-04,00:00:00,5,2022,2022-05,206,223
696944,Vitelli,2022-05-04 00:00:00.000,Ingresso,Nascita,,Nicola,2022-05-04,00:00:00,5,2022,2022-05,207,223
516,Parco 5,2022-05-03 14:32:02.257,Cambio gruppo,"25, Parco 5 -> 1, VMS 1",,Nicola,2022-05-03,14:32:02.257000,5,2022,2022-05,208,223
922,Parco 5,2022-05-03 11:42:35.123,Cambio ID del transponder,2116 -> ,2022-05-03 11:37:12.757,,2022-05-03,11:42:35.123000,5,2022,2022-05,209,223
1117,VMS 1,2022-05-03 11:37:44.740,Cambio gruppo,"1, VMS 1 -> 26, Parco 6",,Nicola,2022-05-03,11:37:44.740000,5,2022,2022-05,210,223
922,Parco 5,2022-05-03 11:37:12.757,Riforma,Riformato; Morte,2022-05-03 11:37:12.757,Nicola,2022-05-03,11:37:12.757000,5,2022,2022-05,211,223
922,Parco 5,2022-05-03 11:32:12.757,Cambio gruppo,"25, Parco 5 -> ",2022-05-03 11:37:12.757,Nicola,2022-05-03,11:32:12.757000,5,2022,2022-05,212,223
516,Parco 5,2022-05-03 00:00:00.000,Parto,Normale; 696946,,Nicola,2022-05-03,00:00:00,5,2022,2022-05,213,223
696946,Vitelli,2022-05-03 00:00:00.000,Ingresso,Nascita,,Nicola,2022-05-03,00:00:00,5,2022,2022-05,214,223
860,VMS 4,2022-05-02 09:07:27.100,Cambio ID del transponder,3044 -> 10172,,,2022-05-02,09:07:27.100000,5,2022,2022-05,215,223
860,Parco 6,2022-05-01 11:31:12.623,Cambio gruppo,"26, Parco 6 -> 4, VMS 4",,Nicola,2022-05-01,11:31:12.623000,5,2022,2022-05,216,223
553,Parco 6,2022-05-01 11:28:44.223,Cambio gruppo,"26, Parco 6 -> 4, VMS 4",2022-05-05 16:07:06.283,Nicola,2022-05-01,11:28:44.223000,5,2022,2022-05,217,223
960,Parco 5,2022-05-01 11:26:58.510,Cambio gruppo,"25, Parco 5 -> 4, VMS 4",,Nicola,2022-05-01,11:26:58.510000,5,2022,2022-05,218,223
553,Parco 6,2022-05-01 00:00:00.000,Parto,Normale,2022-05-05 16:07:06.283,Nicola,2022-05-01,00:00:00,5,2022,2022-05,219,223
860,Parco 6,2022-05-01 00:00:00.000,Parto,Normale; 696945,,Nicola,2022-05-01,00:00:00,5,2022,2022-05,220,223
960,Parco 5,2022-05-01 00:00:00.000,Parto,Normale,,Nicola,2022-05-01,00:00:00,5,2022,2022-05,221,223
696945,Vitelli,2022-05-01 00:00:00.000,Ingresso,Nascita,,Nicola,2022-05-01,00:00:00,5,2022,2022-05,222,223
71,VMS 1,2022-04-30 15:31:51.663,Cambio gruppo,"1, VMS 1 -> 2, VMS 2",,Nicola,2022-04-30,15:31:51.663000,4,2022,2022-04,223,529
1,VMS 1,2022-04-30 15:31:21.977,Cambio gruppo,"1, VMS 1 -> 2, VMS 2",,Nicola,2022-04-30,15:31:21.977000,4,2022,2022-04,224,529
21,VMS 2,2022-04-30 09:09:55.863,Note,Generale,2022-05-05 16:05:46.577,Nicola,2022-04-30,09:09:55.863000,4,2022,2022-04,225,529
33,VMS 1,2022-04-30 09:08:14.393,Cambio gruppo,"1, VMS 1 -> 2, VMS 2",,Nicola,2022-04-30,09:08:14.393000,4,2022,2022-04,226,529
531,VMS 1,2022-04-30 09:07:57.783,Note,Generale,,Nicola,2022-04-30,09:07:57.783000,4,2022,2022-04,227,529
930,Parco 5,2022-04-30 07:59:24.720,Cambio gruppo,"25, Parco 5 -> 1, VMS 1",,Nicola,2022-04-30,07:59:24.720000,4,2022,2022-04,228,529
21,VMS 2,2022-04-30 00:00:00.000,Controllo gravidanza,+,2022-05-05 16:05:46.577,Nicola,2022-04-30,00:00:00,4,2022,2022-04,229,529
543,VMS 4,2022-04-30 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-30,00:00:00,4,2022,2022-04,230,529
819,VMS 1,2022-04-30 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-30,00:00:00,4,2022,2022-04,231,529
830,VMS 4,2022-04-30 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-30,00:00:00,4,2022,2022-04,232,529
840,VMS 4,2022-04-30 00:00:00.000,Diagnosi/trattamento,Dns: Calore secondo il veterinario; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-30,00:00:00,4,2022,2022-04,233,529
843,VMS 4,2022-04-30 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-30,00:00:00,4,2022,2022-04,234,529
863,VMS 1,2022-04-30 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-30,00:00:00,4,2022,2022-04,235,529
930,Parco 5,2022-04-30 00:00:00.000,Parto,Normale,,Nicola,2022-04-30,00:00:00,4,2022,2022-04,236,529
975,VMS 4,2022-04-29 15:05:17.250,Cambio gruppo,"4, VMS 4 -> 3, VMS 3",,Nicola,2022-04-29,15:05:17.250000,4,2022,2022-04,237,529
626203,Manze,2022-04-28 19:09:18.737,Cambio gruppo,"28, Manze -> 6, Manze al toro",,Nicola,2022-04-28,19:09:18.737000,4,2022,2022-04,238,529
84,dry-off LUNGHE,2022-04-28 19:05:04.797,Riforma,Riformato; Altro,2022-04-28 19:05:04.797,Nicola,2022-04-28,19:05:04.797000,4,2022,2022-04,239,529
84,dry-off LUNGHE,2022-04-28 19:00:04.797,Cambio gruppo,"29, dry-off LUNGHE -> ",2022-04-28 19:05:04.797,Nicola,2022-04-28,19:00:04.797000,4,2022,2022-04,240,529
84,dry-off LUNGHE,2022-04-28 18:57:27.503,Ingresso,Acquisto,2022-04-28 19:05:04.797,Nicola,2022-04-28,18:57:27.503000,4,2022,2022-04,241,529
120,VMS 3,2022-04-28 17:12:12.373,Cambio ID del transponder,5403 -> ,2022-04-28 17:07:01.467,,2022-04-28,17:12:12.373000,4,2022,2022-04,242,529
229,VMS 2,2022-04-28 17:11:45.593,Cambio ID del transponder,10172 -> ,2022-04-28 17:06:28.820,,2022-04-28,17:11:45.593000,4,2022,2022-04,243,529
506,VMS 1,2022-04-28 17:11:00.237,Cambio ID del transponder,12768 -> ,2022-04-28 17:05:25.387,,2022-04-28,17:11:00.237000,4,2022,2022-04,244,529
120,VMS 3,2022-04-28 17:07:01.467,Riforma,Riformato; Mastite; 800,2022-04-28 17:07:01.467,Nicola,2022-04-28,17:07:01.467000,4,2022,2022-04,245,529
229,VMS 2,2022-04-28 17:06:28.820,Riforma,Riformato; Low yield performance; 800,2022-04-28 17:06:28.820,Nicola,2022-04-28,17:06:28.820000,4,2022,2022-04,246,529
506,VMS 1,2022-04-28 17:05:25.387,Riforma,Riformato; Altro; 800,2022-04-28 17:05:25.387,Nicola,2022-04-28,17:05:25.387000,4,2022,2022-04,247,529
120,VMS 3,2022-04-28 17:02:01.467,Cambio gruppo,"3, VMS 3 -> ",2022-04-28 17:07:01.467,Nicola,2022-04-28,17:02:01.467000,4,2022,2022-04,248,529
229,VMS 2,2022-04-28 17:01:28.820,Cambio gruppo,"2, VMS 2 -> ",2022-04-28 17:06:28.820,Nicola,2022-04-28,17:01:28.820000,4,2022,2022-04,249,529
506,VMS 1,2022-04-28 17:00:25.387,Cambio gruppo,"1, VMS 1 -> ",2022-04-28 17:05:25.387,Nicola,2022-04-28,17:00:25.387000,4,2022,2022-04,250,529
626198,Manze al toro,2022-04-28 15:31:20.630,Note,Generale,,Nicola,2022-04-28,15:31:20.630000,4,2022,2022-04,251,529
626185,Manze al toro,2022-04-28 15:29:46.007,Note,Generale,,Nicola,2022-04-28,15:29:46.007000,4,2022,2022-04,252,529
558734,Manze al toro,2022-04-28 09:47:50.220,Note,Generale,,Nicola,2022-04-28,09:47:50.220000,4,2022,2022-04,253,529
655,Parco 6,2022-04-28 09:07:36.467,Cambio gruppo,"26, Parco 6 -> 4, VMS 4",,Nicola,2022-04-28,09:07:36.467000,4,2022,2022-04,254,529
655,Parco 6,2022-04-28 00:00:00.000,Parto,Normale,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,255,529
558620,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,256,529
558637,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,257,529
558685,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,258,529
558687,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,259,529
558716,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,260,529
558720,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,261,529
558723,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,262,529
558728,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,263,529
558729,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,264,529
558730,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,265,529
558732,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,266,529
558733,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,267,529
558735,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,268,529
558738,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,269,529
558740,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,270,529
558741,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,271,529
558742,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,272,529
558743,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,273,529
558744,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,274,529
558745,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,275,529
558746,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,276,529
558747,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,277,529
558748,Vitelli,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,278,529
558749,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,279,529
558750,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,280,529
558751,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,281,529
558752,Manze al toro,2022-04-28 00:00:00.000,Aborto,Generato automaticamente da Preg Check(-),,Nicola,2022-04-28,00:00:00,4,2022,2022-04,282,529
626132,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,283,529
626133,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,284,529
626134,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Calore secondo il veterinario; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,285,529
626135,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,286,529
626136,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,287,529
626137,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,288,529
626138,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,289,529
626141,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,290,529
626143,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,291,529
626144,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,292,529
626146,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,293,529
626147,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,294,529
626148,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,295,529
626149,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Calore secondo il veterinario; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,296,529
626150,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,297,529
626151,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,298,529
626153,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,299,529
626154,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,300,529
626157,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,301,529
626158,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,302,529
626159,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,303,529
626160,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,304,529
626162,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,305,529
626163,Vitelli,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,306,529
626166,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,307,529
626167,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Calore secondo il veterinario; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,308,529
626168,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,309,529
626169,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,310,529
626170,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Calore secondo il veterinario; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,311,529
626172,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,312,529
626174,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,313,529
626177,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,314,529
626178,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,315,529
626179,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,316,529
626180,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,317,529
626182,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,318,529
626183,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,319,529
626184,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,320,529
626186,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,321,529
626189,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,322,529
626190,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,323,529
626191,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,324,529
626192,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,325,529
626197,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,326,529
626200,Manze al toro,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,327,529
626203,Manze,2022-04-28 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,328,529
626208,Manze al toro,2022-04-28 00:00:00.000,Diagnosi/trattamento,Dns: Calore secondo il veterinario; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-04-28,00:00:00,4,2022,2022-04,329,529
809,Parco 6,2022-04-27 07:19:19.623,Cambio gruppo,"26, Parco 6 -> 4, VMS 4",,Nicola,2022-04-27,07:19:19.623000,4,2022,2022-04,330,529
809,Parco 6,2022-04-27 00:00:00.000,Parto,Normale; 696947,,Nicola,2022-04-27,00:00:00,4,2022,2022-04,331,529
696947,Vitelli,2022-04-27 00:00:00.000,Ingresso,Nascita,,Nicola,2022-04-27,00:00:00,4,2022,2022-04,332,529
51,VMS 4,2022-04-26 17:30:10.117,Cambio gruppo,"4, VMS 4 -> 29, dry-off LUNGHE",,Nicola,2022-04-26,17:30:10.117000,4,2022,2022-04,333,529
972,VMS 4,2022-04-26 17:29:51.013,Cambio gruppo,"4, VMS 4 -> 29, dry-off LUNGHE",,Nicola,2022-04-26,17:29:51.013000,4,2022,2022-04,334,529
906,VMS 4,2022-04-26 17:29:37.220,Cambio gruppo,"4, VMS 4 -> 29, dry-off LUNGHE",,Nicola,2022-04-26,17:29:37.220000,4,2022,2022-04,335,529
536,VMS 4,2022-04-26 17:28:22.133,Cambio gruppo,"4, VMS 4 -> 29, dry-off LUNGHE",,Nicola,2022-04-26,17:28:22.133000,4,2022,2022-04,336,529
40,VMS 4,2022-04-26 17:28:07.420,Cambio gruppo,"4, VMS 4 -> 29, dry-off LUNGHE",,Nicola,2022-04-26,17:28:07.420000,4,2022,2022-04,337,529
859,VMS 3,2022-04-26 17:27:53.203,Cambio gruppo,"3, VMS 3 -> 29, dry-off LUNGHE",,Nicola,2022-04-26,17:27:53.203000,4,2022,2022-04,338,529
828,VMS 3,2022-04-26 17:27:40.013,Cambio gruppo,"3, VMS 3 -> 29, dry-off LUNGHE",,Nicola,2022-04-26,17:27:40.013000,4,2022,2022-04,339,529
944,VMS 3,2022-04-26 17:27:26.500,Cambio gruppo,"3, VMS 3 -> 29, dry-off LUNGHE",,Nicola,2022-04-26,17:27:26.500000,4,2022,2022-04,340,529
935,VMS 3,2022-04-26 17:27:10.150,Cambio gruppo,"3, VMS 3 -> 29, dry-off LUNGHE",,Nicola,2022-04-26,17:27:10.150000,4,2022,2022-04,341,529
160,VMS 2,2022-04-26 17:26:55.723,Cambio gruppo,"2, VMS 2 -> 29, dry-off LUNGHE",,Nicola,2022-04-26,17:26:55.723000,4,2022,2022-04,342,529
867,VMS 2,2022-04-26 17:26:42.300,Cambio gruppo,"2, VMS 2 -> 29, dry-off LUNGHE",,Nicola,2022-04-26,17:26:42.300000,4,2022,2022-04,343,529
